Gene_ID	Chrom	Start	End	Strand	Gene_Symbol	Description	gene_biotype	Protein_ID	old_locus_tag	locus_tag	761_1_FPKM	761_2_FPKM	761_3_FPKM	NO_1_FPKM	NO_2_FPKM	NO_3_FPKM	761/NO.fc	761/NO.baseMean	761/NO.lfcSE	761/NO.stat	761/NO.raw.pval	761/NO.bh.pval	NO.mean	761.mean	N_NO_1	N_NO_2	N_NO_3	N_761_1	N_761_2	N_761_3	NO_1_Read_Count	NO_2_Read_Count	NO_3_Read_Count	761_1_Read_Count	761_2_Read_Count	761_3_Read_Count
8912059	FN434113.1	3242732	3243736	-	hflC	protease modulator HflC	protein_coding	WP_004160130.1	EAMY_3154	EAMY_RS31835	265.873966	198.673734	207.334499	199.083961	222.717152	207.487762	1.22356883073765	2636.21083577794	0.133975546060927	2.17274920490721	0.0297991982234444	0.0990920285268091	11.2113115428383	11.5025184464722	11.29927699	11.26821221	11.27404001	11.53002853	11.31701407	11.44066018	2890	2453	2187	3370	2581	2376
8912063	FN434113.1	3254176	3254251	-	.	tRNA-Gly	tRNA	.	EAMY_t73	EAMY_RS31885	118.933235	152.684932	145.394557	138.463239	204.106815	201.986362	-1.12483873565197	145.611513099067	0.20896533701868	-0.812183419273781	0.416686392191625	0.595929586764396	7.26825194957374	7.09873243243793	7.09971277	7.24707183	7.29132939	7.01872083	7.17633636	7.22071924	152	170	161	114	150	126
8912066	FN434113.1	3275329	3275475	-	.	hypothetical protein	protein_coding	WP_004160197.1	EAMY_3187	EAMY_RS31995	100.864014	132.617769	96.050524	155.417922	230.291948	165.398897	-1.4483610943496	254.699806811871	0.184077675222931	-2.90323814851662	0.00369325674049073	0.0195828034451898	8.23568207238406	7.70022477704353	8.04069161	8.21141905	8.03066307	7.76719667	7.94939743	7.82124445	330	371	255	187	252	161
8912068	FN434113.1	3275877	3277133	-	.	MFS transporter	protein_coding	WP_013035801.1	EAMY_3189	EAMY_RS32000	184.250321	221.741763	180.419901	297.745534	261.76563	265.638261	-1.23432077883182	3541.8011178943	0.148361998603274	-2.04713725757405	0.0406446097204687	0.125368053381056	11.9340676217633	11.6305310285793	11.97989605	11.75976718	11.83082734	11.62283738	11.77049084	11.70609315	5406	3606	3502	2921	3603	2586
8912069	FN434113.1	3278158	3279747	+	.	asparagine synthase-related protein	protein_coding	WP_004160201.1	EAMY_3190	EAMY_RS32010	55.901114	67.288922	64.587871	111.336636	91.190364	92.828984	-1.37657574694711	1532.66556207701	0.174408500824795	-2.64370139723715	0.00820049641501704	0.037575240125085	10.7936478898484	10.3334642935411	10.83550733	10.55931644	10.63235669	10.32631616	10.46797134	10.52606494	2557	1589	1548	1121	1383	1171
8912070	FN434113.1	3288300	3289466	-	.	ATP-grasp domain-containing protein	protein_coding	WP_004160224.1	EAMY_3197	EAMY_RS32050	335.227983	335.09567	477.719042	428.737717	354.044408	420.60792	1.10087057864098	5573.51734749309	0.213576801361924	0.649156981509913	0.516236914110967	0.678760376223378	12.373251195978	12.5121515370909	12.50087794	12.24242799	12.42794569	12.32284538	12.33354007	12.70343105	7227	4528	5148	4934	5055	6357
8912073	FN434113.1	3291637	3293037	-	.	type VI secretion system ImpA family N-terminal domain-containing protein	protein_coding	WP_004160233.1	EAMY_3201	EAMY_RS32070	12.224401	16.896696	13.082759	15.121253	19.474003	18.715624	-1.09566463684696	266.769500378204	0.173684604194545	-0.758882939482661	0.447922585379467	0.622073088892387	8.12438474153921	7.99145411402704	8.0318441	8.0998398	8.12682213	7.90014232	8.12662853	8.03295642	306	299	275	216	306	209
8912074	FN434113.1	3293082	3293534	-	tssE	type VI secretion system baseplate subunit TssE	protein_coding	WP_004160237.1	EAMY_3202	EAMY_RS32075	6.126068	6.318617	6.969402	10.086726	6.848617	6.945852	-1.09159145465228	39.5849374206792	0.324663411998773	-0.389427946576982	0.696959602069747	0.814099788352918	5.36117470426236	5.25046108392787	5.46288589	5.2179709	5.25507653	5.23888547	5.25687336	5.34779619	66	34	33	35	37	36
8912076	FN434113.1	3294266	3295156	-	.	type VI secretion system Vgr family protein	protein_coding	WP_004163314.1	EAMY_3204	EAMY_RS32080	0.800897	0.694594	1.771683	1.787124	1.740978	2.140238	-1.50817746869658	15.9480218980451	0.502816006167763	-1.17897241662959	0.238409159589892	0.412068276877013	4.24794583346175	3.68882965171837	4.02803847	3.97518321	4.05591418	3.84888391	3.8293615	4.06226691	23	17	20	9	8	18
8912078	FN434113.1	3295981	3296565	-	.	DUF6402 family protein	protein_coding	WP_004160250.1	EAMY_3206	EAMY_RS32090	0.542146	1.851359	1.199293	2.485238	1.247833	2.44481	-1.52279067058332	11.4438743337619	0.598506432374564	-1.01371949157509	0.310716620611484	0.488452888568084	3.78629282564131	3.18438374213215	3.61162308	3.42949588	3.5790495	3.35756502	3.53725638	3.47431477	21	8	15	4	14	8
8912080	FN434113.1	3297099	3297842	-	.	hypothetical protein	protein_coding	WP_004160252.1	EAMY_3208	EAMY_RS32100	1.385423	1.663664	2.239607	3.163811	3.679345	2.306797	-1.51122971153953	21.3334586222134	0.412612125858574	-1.44378445008479	0.148799617404568	0.304754826768171	4.67174285489116	4.10257226606963	4.50817017	4.50405352	4.37517263	4.27050152	4.31460293	4.43177141	34	30	18	13	16	19
8912081	FN434113.1	3299044	3299826	-	.	hypothetical protein	protein_coding	WP_013034907.1	EAMY_3209	EAMY_RS32115	7.189663	7.903996	9.744256	9.018678	7.225237	5.357975	1.30702291085376	74.2829611633368	0.288088258870776	1.34085447260071	0.179967706258645	0.343791098442333	6.00025368369482	6.40181249105859	6.28122948	6.08073628	5.98524833	6.16125592	6.21997619	6.40899406	102	62	44	71	80	87
8912082	FN434113.1	3299826	3300380	-	.	DUF4123 domain-containing protein	protein_coding	WP_004160257.1	EAMY_3210	EAMY_RS32120	5.285922	3.902865	3.950374	6.611308	5.261132	4.294937	-1.09253025823793	32.6287254243009	0.340605501060671	-0.374841968580896	0.707777999713009	0.820104121048697	5.08567480422416	4.96807062896486	5.16214637	4.99753947	4.95498216	5.0644381	4.95522266	5.00386647	53	32	25	37	28	25
8912083	FN434113.1	3300382	3302694	-	vgrG	type VI secretion system Vgr family protein	protein_coding	WP_004160259.1	EAMY_3211	EAMY_RS32125	3.393685	2.173983	2.312839	3.14281	3.077097	2.885574	-1.01526481745931	78.6845257492386	0.242941440017773	-0.0899644090299695	0.928315497583203	0.963707525928563	6.30804623364744	6.28789950205498	6.36007081	6.26198364	6.27001919	6.41028909	6.17721552	6.27058207	105	78	70	99	65	61
8912085	FN434113.1	3303249	3304331	-	tssG	type VI secretion system baseplate subunit TssG	protein_coding	WP_004160261.1	EAMY_3213	EAMY_RS32135	5.344491	5.000208	5.101563	3.643769	6.319096	5.898697	1.13471197848799	67.9335852677714	0.252476797563474	0.722150112604151	0.47020219099597	0.639382594551213	5.99425649148275	6.17235658184882	5.90963574	6.10503526	6.1097581	6.10373389	6.07641663	6.149579	57	75	67	73	70	63
8912086	FN434113.1	3304295	3306064	-	tssF	type VI secretion system baseplate subunit TssF	protein_coding	WP_004160262.1	EAMY_3214	EAMY_RS32140	5.151534	5.157358	5.74746	5.084808	6.083184	7.272275	1.00588497899367	122.593667580042	0.209092354078761	0.0404861536806465	0.967705545753646	0.980994147999272	6.93308935819617	6.94237699438003	6.86453873	6.87982834	7.03816164	6.87937004	6.88875758	7.02799699	130	118	135	115	118	116
8912087	FN434113.1	3306219	3307826	-	tssA	type VI secretion system protein TssA	protein_coding	WP_004160263.1	EAMY_3215	EAMY_RS32145	5.670532	6.494807	4.526716	8.008135	10.271047	8.597887	-1.40092301230972	138.168474964928	0.185149219737405	-2.62694963211771	0.00861540855410088	0.0387810124887847	7.33492146731524	6.84410226610836	7.18331118	7.24558981	7.17883454	6.97747591	7.06641517	6.9310235	186	181	145	115	135	83
8912088	FN434113.1	3307823	3311194	-	.	type VI secretion protein VasK	protein_coding	WP_004160264.1	EAMY_3216	EAMY_RS32150	3.879791	5.391366	3.90117	6.549492	7.171013	7.238726	-1.38801283561163	227.977336604604	0.176076620636463	-2.68644927164036	0.00722159131717667	0.0335057630665655	8.05050360282792	7.57617686457012	7.93751698	7.89212667	7.95348587	7.60260024	7.8201551	7.6900919	319	265	256	165	235	150
8912089	FN434113.1	3311187	3312395	-	.	hypothetical protein	protein_coding	WP_004160265.1	EAMY_3217	EAMY_RS32155	2.164211	3.199353	1.37822	2.576859	4.302003	4.100972	-1.40618699534501	41.9571763619593	0.336831355406144	-1.46004357811402	0.144278097605554	0.298810374217986	5.62365525322366	5.11309974048246	5.33299199	5.49887205	5.51174502	5.27003645	5.44153549	5.17622272	45	57	52	33	50	19
8912090	FN434113.1	3312398	3312667	-	.	PAAR domain-containing protein	protein_coding	WP_004160268.1	EAMY_3218	EAMY_RS32160	2.642961	4.584318	2.598468	2.564134	6.083184	2.471975	1.03440377976471	11.1862379698034	0.563985163628966	0.0865261271031622	0.93104818752758	0.964573107142121	3.46136199717132	3.50560486263306	3.42188969	3.57744286	3.40960759	3.43084954	3.54912665	3.45290232	10	18	7	9	16	8
8912091	FN434113.1	3312806	3313336	-	.	hypothetical protein	protein_coding	WP_013035792.1	EAMY_3219	EAMY_RS32165	2.986396	2.331009	2.807667	2.607594	4.639716	4.309496	-1.21999442733721	20.694891100049	0.402993087552244	-0.711859748354694	0.47655162969992	0.644586528445901	4.50840501125683	4.21956778479978	4.30281512	4.43386597	4.43332841	4.34516254	4.28318009	4.36656872	20	27	24	20	16	17
8912092	FN434113.1	3313420	3315777	-	vgrG	type VI secretion system Vgr family protein	protein_coding	WP_004160272.1	EAMY_3220	EAMY_RS32170	6.388837	6.102217	4.50021	7.986005	8.39727	7.561493	-1.23571461333356	191.64464914112	0.169427423418559	-1.80222060293334	0.0715107044310182	0.184726718600188	7.72803850519886	7.42014508674615	7.69983961	7.62762249	7.60979243	7.55604598	7.53600991	7.42456865	272	217	187	190	186	121
8912094	FN434113.1	3316218	3318878	-	tssH	type VI secretion system ATPase TssH	protein_coding	WP_004160277.1	EAMY_3222	EAMY_RS32180	3.635188	3.401414	2.537681	4.37088	3.909148	5.446387	-1.25881205122476	123.292904137058	0.217409468936069	-1.52736169710934	0.126671095440812	0.273425197566197	7.105163154815	6.76695230688687	7.02536547	6.86169872	7.11837443	6.91644524	6.88573435	6.79168956	168	114	152	122	117	77
8912095	FN434113.1	3321228	3321905	-	tssL	type VI secretion system protein TssL, short form	protein_coding	WP_004160281.1	EAMY_3225	EAMY_RS32195	0.23389	0.570504	0.258697	0.306335	0.942086	1.125045	-1.87878690863553	4.50216194128037	0.880338610608734	-1.03346761700324	0.301385117448342	NA	2.56668252982438	1.62286876873283	2.10805682	2.19825386	2.23388382	2.09768566	2.1599041	2.11311751	3	7	8	2	5	2
8912096	FN434113.1	3321902	3323251	-	tssK	type VI secretion system baseplate subunit TssK	protein_coding	WP_004160282.1	EAMY_3226	EAMY_RS32200	1.115917	1.146079	1.234272	1.076936	2.703637	2.048208	-1.41689923979126	24.6818317530202	0.403437706451216	-1.24613331682796	0.212715455134775	0.380733158382394	4.85547014058182	4.35149342149995	4.50442246	4.77817422	4.69149373	4.52050199	4.53187908	4.59176043	21	40	29	19	20	19
8912097	FN434113.1	3323269	3324816	-	tssC	type VI secretion system contractile sheath large subunit	protein_coding	WP_004160283.1	EAMY_3227	EAMY_RS32205	4.097614	3.548182	3.455812	6.082365	6.719796	5.543465	-1.44521513338387	90.1959502818194	0.209929903205047	-2.53076983719756	0.0113812504633414	0.0473176454348009	6.73467771389396	6.20739031647141	6.63086262	6.59559799	6.52694237	6.40760026	6.34183134	6.39205245	136	114	90	80	71	61
8912098	FN434113.1	3324851	3325348	-	tssB	type VI secretion system contractile sheath small subunit	protein_coding	WP_004160284.1	EAMY_3228	EAMY_RS32210	0.477644	1.242737	0.528303	1.668232	1.465827	0.765844	-1.53688341451314	6.05681444965561	0.746037832551177	-0.831067409208843	0.405935549640781	NA	2.87440631357208	2.25719616416841	2.68731618	2.63552548	2.56948736	2.53909825	2.63764794	2.56004405	12	8	4	3	8	3
8912101	FN434113.1	3326140	3331104	-	.	RHS repeat-associated core domain-containing protein	protein_coding	WP_004160289.1	EAMY_3231	EAMY_RS32220	18.205289	20.676174	15.649687	25.503451	27.420271	27.788112	-1.29449854286895	1332.61379728704	0.121915312964794	-3.05452475359245	0.00225417411463025	0.0129869932913197	10.5545471031691	10.1814891153923	10.48456984	10.42172651	10.4921983	10.24174299	10.34511492	10.23053951	1829	1492	1447	1140	1327	886
8912102	FN434113.1	3332502	3332933	-	.	hypothetical protein	protein_coding	WP_013035791.1	EAMY_3233	EAMY_RS32230	1.468312	1.611674	2.030053	1.442325	1.26733	0.882848	1.60523345680063	7.7308682030888	0.633739644458092	1.07738743604965	0.281307214701428	NA	2.5503877370792	3.26360828395764	2.93190716	2.8944854	2.86861068	2.93629354	2.95357239	3.01458642	9	6	4	8	9	10
8912103	FN434113.1	3332957	3334234	-	.	TULIP family P47-like protein	protein_coding	WP_004160292.1	EAMY_3234	EAMY_RS32235	1.923281	1.634374	1.578295	1.570984	2.356163	1.865172	1.02535115360391	27.8750937481056	0.338494189825012	0.1067022048064	0.915025233412606	0.955608102397143	4.78361772461492	4.81798708850354	4.75183793	4.84313426	4.78608598	4.82844947	4.77515496	4.8048077	29	33	25	31	27	23
8912104	FN434113.1	3334239	3335858	-	.	TULIP family P47-like protein	protein_coding	WP_004160293.1	EAMY_3235	EAMY_RS32240	4.404935	3.056212	3.41049	2.564134	2.140379	2.059979	1.81827372357236	58.5582829992154	0.272974992585515	3.15988432323133	0.00157831788734109	0.00993025004118768	5.37169033868845	6.24246518329978	5.77357968	5.63359945	5.65329505	6.07058509	5.87343793	5.99326437	60	38	35	90	64	63
8912107	FN434113.1	3336923	3338476	+	.	aspartate aminotransferase family protein	protein_coding	WP_004160306.1	EAMY_3238	EAMY_RS32245	613.646514	434.243544	515.975288	484.888642	757.109733	582.209378	-1.00633841894578	10503.3487893269	0.170299788025756	-0.0535264725243467	0.957312438854029	0.976717420722692	13.3630995504289	13.3540096438393	13.25093893	13.47362962	13.33127861	13.43841562	13.18918486	13.40847986	10884	12894	9489	12027	8723	9143
8912108	FN434113.1	3344796	3345176	+	.	DUF4354 family protein	protein_coding	WP_004160312.1	EAMY_3243	EAMY_RS32265	1559.346865	1289.339422	1464.860918	780.990818	755.368536	678.194213	2.2328761303753	5133.73156050785	0.146460797499185	7.91271957500178	2.51826171965043e-15	4.9209796662816e-13	11.6327144769166	12.7919933081219	12.02312152	11.89364224	11.87434921	12.56376325	12.4212153	12.6238545	4298	3154	2710	7493	6350	6364
8912110	FN434113.1	3345536	3346324	+	.	glucose 1-dehydrogenase	protein_coding	WP_004160316.1	EAMY_3245	EAMY_RS32270	1099.290801	973.818946	661.127396	598.954418	741.54701	607.372669	1.59986332760798	7469.20829379893	0.156936173699039	4.31990055896987	1.56099525851342e-05	0.000232539293667336	12.4883779207044	13.1662061847727	12.65359225	12.69656299	12.6097114	13.13117745	13.04461403	12.83491999	6826	6412	5026	10939	9932	5948
8912111	FN434113.1	3346414	3346728	-	.	helix-turn-helix transcriptional regulator	protein_coding	WP_004160318.1	EAMY_3247	EAMY_RS32275	85.833298	81.535369	83.243787	138.243457	147.155106	138.329692	-1.4747124011172	420.746779934235	0.134743448906601	-4.15926437690743	3.19274183756646e-05	0.000425955356803043	8.96880404573404	8.4112817247486	8.87626657	8.80687356	8.81896101	8.54401297	8.51988193	8.61512362	629	508	457	341	332	299
8912112	FN434113.1	3353363	3354997	-	.	alpha,alpha-trehalase	protein_coding	WP_223386221.1	EAMY_3254	EAMY_RS32310	363.419232	356.709354	257.731103	336.715498	397.974144	368.502436	1.01216811499532	6793.38157384853	0.122781353458348	0.142113866265639	0.88699006564769	0.937110413168616	12.721282632574	12.7384943826923	12.71720368	12.7269598	12.72828342	12.78399323	12.78110414	12.62666392	7952	7131	6319	7494	7539	4805
8912113	FN434113.1	3355634	3356260	+	.	LysE family transporter	protein_coding	WP_004160348.1	EAMY_3256	EAMY_RS32320	86.243984	77.977274	60.843321	111.300594	126.611714	114.356292	-1.36983238808224	715.643318451148	0.130346147148339	-3.48302873975492	0.000495775138433627	0.00405656406373524	9.69295870907072	9.23742451273713	9.60351264	9.58387432	9.56611793	9.42193052	9.36085158	9.27371097	1008	870	752	682	632	435
8912114	FN434113.1	3357042	3357947	+	.	LysR family transcriptional regulator	protein_coding	WP_004160357.1	EAMY_3258	EAMY_RS32330	25.379425	32.788499	17.133112	23.535694	36.660245	29.151529	-1.03319536010736	295.686974145234	0.214091488559958	-0.220060451812842	0.82582407469037	0.90154044565278	8.23324397919163	8.1821575562393	8.11060684	8.31195069	8.20498783	8.1692589	8.36208765	8.00313037	308	364	277	290	384	177
8912115	FN434113.1	3358030	3358809	-	.	Sua5/YciO/YrdC/YwlC family protein	protein_coding	WP_004160359.1	EAMY_3259	EAMY_RS32335	165.794963	148.274034	146.950877	143.522473	174.540573	163.068844	1.10230386351818	1475.93146201388	0.109606012622851	1.28206447687986	0.199820028996317	0.36492695784814	10.4553498696372	10.5960414547639	10.46605595	10.49658867	10.50454803	10.58209702	10.50925334	10.59281192	1617	1492	1334	1631	1495	1307
8912116	FN434113.1	3358948	3360018	-	.	SDR family oxidoreductase	protein_coding	WP_004160360.1	EAMY_3260	EAMY_RS32340	203.145221	179.640736	138.221044	173.887075	246.820485	201.645484	-1.04093097537182	2434.2756058157	0.142033926538014	-0.407468887364952	0.68366364071136	0.806180863542988	11.2781938269954	11.2197682959382	11.19254905	11.34112749	11.24677963	11.31839734	11.23617291	11.1315954	2690	2897	2265	2744	2487	1688
8912117	FN434113.1	3360115	3361023	+	.	LysR family transcriptional regulator	protein_coding	WP_004160362.1	EAMY_3261	EAMY_RS32345	13.520096	14.042311	10.226645	20.411523	31.520126	16.887749	-1.57961853877624	189.649682828499	0.223046431858175	-2.9571251121353	0.00310522092960483	0.0169943063066676	7.85993865150162	7.19951865491346	7.66615437	7.86991079	7.4880072	7.40318472	7.43544837	7.32257289	268	314	161	155	165	106
8912120	FN434113.1	3362178	3363293	-	.	acyltransferase	protein_coding	WP_004160368.1	EAMY_3264	EAMY_RS32355	8.241491	11.437688	8.879846	15.198698	18.723777	16.403888	-1.53128014403044	173.616479691608	0.183488687475803	-3.35027871766388	0.000807302835156105	0.00590718065724357	7.71449899041636	7.10009524492437	7.54297065	7.57992199	7.54165829	7.17023326	7.37146077	7.29239068	245	229	192	116	165	113
8912121	FN434113.1	3363914	3365230	-	.	cytochrome c	protein_coding	WP_004160370.1	EAMY_3265	EAMY_RS32360	154.242951	140.38821	157.350868	146.243254	149.446775	149.283789	1.16749262591604	2387.19613087155	0.132780679909197	1.68257488820521	0.0924574163596005	0.221284969125787	11.1047369079967	11.3287766669151	11.20305926	11.10494618	11.16199727	11.25169799	11.19180233	11.37174346	2782	2157	2062	2562	2390	2363
8912122	FN434113.1	3365241	3367025	-	.	GMC family oxidoreductase	protein_coding	WP_004160372.1	EAMY_3266	EAMY_RS32365	183.763509	150.776869	143.854698	142.10905	152.846376	148.870454	1.23308929198529	3319.69510577385	0.117599312477754	2.57040000804748	0.0101581146966307	0.0437400131424992	11.537788211998	11.8400761299999	11.6374234	11.5773569	11.61585523	11.84338106	11.70145524	11.75735305	3664	2990	2787	4137	3479	2928
8912123	FN434113.1	3367028	3367765	-	.	gluconate 2-dehydrogenase subunit 3 family protein	protein_coding	WP_004160374.1	EAMY_3267	EAMY_RS32370	253.444898	193.715386	167.078342	143.247538	206.729326	181.392995	1.32758203601026	1699.69149503315	0.156774925285695	2.60756630749955	0.00911884073307543	0.0403903852203688	10.512619218072	10.9207293124755	10.51888438	10.67228293	10.63406436	10.95739763	10.75871939	10.73751207	1527	1672	1404	2359	1848	1406
8912124	FN434113.1	3368023	3370479	-	.	EAL domain-containing protein	protein_coding	WP_004160380.1	EAMY_3268	EAMY_RS32375	5.131023	5.069198	3.96195	6.734374	5.013613	5.859783	-1.0998428222173	156.470404682016	0.208458801998701	-0.658630686765657	0.510132952366302	0.674089764423569	7.35656960563031	7.21967624691252	7.45373409	7.16315617	7.30806415	7.27866324	7.28041991	7.20365446	239	135	151	159	161	111
8912126	FN434113.1	3370926	3372170	+	sbmA	peptide antibiotic transporter SbmA	protein_coding	WP_004160384.1	EAMY_3270	EAMY_RS32380	23.882176	23.301315	22.259168	21.130936	26.678058	24.047507	1.11303170306056	353.337492371656	0.133022308910675	1.16141937065333	0.245471395263091	0.421143277231648	8.38529432468277	8.54034765883698	8.39440335	8.44896974	8.43164886	8.48732187	8.48044265	8.53282231	380	364	314	375	375	316
8912127	FN434113.1	3373259	3378052	-	.	hypothetical protein	protein_coding	WP_004160386.1	EAMY_3272	EAMY_RS32390	28.281996	31.612214	27.458314	24.420248	29.197758	26.432407	1.25479213355915	1619.38957872327	0.109749465054845	2.98359896089135	0.00284879894778126	0.0158256021814872	10.4881350055067	10.8157719581847	10.56171018	10.57958094	10.56449212	10.6787916	10.77558538	10.75919353	1691	1534	1329	1710	1959	1501
8912128	FN434113.1	3378805	3380349	-	.	PAS domain-containing methyl-accepting chemotaxis protein	protein_coding	WP_004160387.1	EAMY_3273	EAMY_RS32395	33.511716	34.849718	29.573344	39.208846	36.617221	33.880798	1.01735697146849	644.295840442709	0.140982834249936	0.176092236856902	0.86022147971897	0.923612073570271	9.3185005619613	9.34454087534274	9.42905429	9.26582072	9.26670605	9.32088088	9.36040228	9.32808439	875	620	549	653	696	521
8912129	FN434113.1	3393153	3393815	-	.	glutathione S-transferase	protein_coding	WP_004160411.1	EAMY_3285	EAMY_RS32450	552.988719	465.329015	406.48098	304.493821	346.824038	301.28691	1.71031327653479	3207.15845477225	0.119881378741955	6.45855607089235	1.05706697701521e-10	7.63386195140115e-09	11.2086130810767	11.9828851289709	11.42964964	11.41258505	11.3691078	11.89585041	11.76892845	11.75677291	2916	2520	2095	4624	3988	3073
8912131	FN434113.1	3395947	3396339	+	.	transposase	protein_coding	WP_004160418.1	EAMY_3290	EAMY_RS32470	21.587542	30.511086	36.819899	39.107938	55.956001	43.670656	-1.33803620869785	177.762034361324	0.240334552846391	-1.74805142419314	0.0804551232421063	0.20065459415186	7.66597348179027	7.25204411579145	7.49207223	7.63208879	7.51445781	7.14524974	7.34975108	7.54776838	222	241	180	107	155	165
8912133	FN434113.1	3397033	3397482	-	.	DUF3828 domain-containing protein	protein_coding	WP_004160420.1	EAMY_3292	EAMY_RS32475	82.107982	86.299785	82.046636	102.001253	132.613401	120.137976	-1.22777487348619	541.055111353276	0.129170750765437	-2.29189695521605	0.021911590008737	0.0779339421938161	9.21974277206785	8.92443528489264	9.09856426	9.17851628	9.16321103	8.95256709	8.99743535	9.04681017	663	654	567	466	502	421
8912135	FN434113.1	3398360	3398800	-	.	hemagglutinin	protein_coding	WP_223386214.1	EAMY_3294	EAMY_RS32480	8.090696	11.226901	10.340843	14.28589	17.587435	13.18867	-1.32086545184226	65.4387424020356	0.253006480082837	-1.58685072325008	0.112546457598594	0.253477513316969	6.2153189297737	5.82211854562285	6.11106418	6.14016646	6.02573355	5.83897795	5.99540995	6.01484234	91	85	61	45	64	52
8912136	FN434113.1	3399046	3400710	-	.	ShlB/FhaC/HecB family hemolysin secretion/activation protein	protein_coding	WP_004160423.1	EAMY_3295	EAMY_RS32485	13.52434	10.593491	12.693869	13.347357	20.167671	15.23271	-1.14248388159661	283.268276942459	0.180561414257799	-1.06431272911304	0.287187053453211	0.465221357063267	8.23790540997465	8.04789311147932	8.10844086	8.29125489	8.14725002	8.12504685	7.97398624	8.17410882	321	368	266	284	228	241
8912137	FN434113.1	3407837	3411922	+	.	inverse autotransporter beta domain-containing protein	protein_coding	WP_004160434.1	EAMY_3300	EAMY_RS32515	3.007775	3.31328	2.661427	3.778427	3.573089	3.383603	-1.04935437122382	161.386335123181	0.177847392056157	-0.390795520572855	0.695948386275976	0.813204551251773	7.36782712101855	7.30012798431523	7.43305987	7.29544451	7.31086284	7.29115697	7.3622791	7.29965224	223	160	145	155	175	124
8912139	FN434113.1	3414807	3416222	-	dnaB	replicative DNA helicase	protein_coding	WP_004160440.1	EAMY_3306	EAMY_RS32540	29.341344	26.278486	19.323355	24.348409	27.451654	24.914274	1.11453537155521	430.155131892289	0.150202837632307	1.04154093235039	0.297624566345775	0.476256651927103	8.66947045163309	8.8238291582509	8.72758692	8.70345541	8.69087266	8.87126663	8.80096201	8.66873246	498	426	370	524	481	312
8912140	FN434113.1	3417919	3418968	-	dusA	tRNA dihydrouridine(20/20a) synthase DusA	protein_coding	WP_004160445.1	EAMY_3309	EAMY_RS32555	120.367986	112.283045	81.601184	117.364079	158.249674	146.653689	-1.17292917718272	1532.05210551641	0.14203241715359	-1.62016467097073	0.10519690830116	0.241509419057673	10.6922818156607	10.460954412913	10.56061025	10.67033046	10.6722229	10.58775855	10.54692639	10.40330755	1780	1821	1615	1594	1524	977
8912142	FN434113.1	3425262	3425675	+	.	type II toxin-antitoxin system HicB family antitoxin	protein_coding	WP_004160463.1	EAMY_3315	EAMY_RS32600	282.490374	277.301406	286.820059	353.01437	359.260476	363.426358	-1.10692674078913	1593.32695347233	0.124782635708696	-1.17452034283844	0.24018666860077	0.413848606375393	10.7088192270756	10.5631589741391	10.71856435	10.61509745	10.68292027	10.55975458	10.55709066	10.67133892	2111	1630	1578	1475	1484	1354
8912145	FN434113.1	3426691	3427701	+	.	hypothetical protein	protein_coding	WP_004160468.1	EAMY_3318	EAMY_RS32610	61.878221	59.225443	51.612751	56.563124	70.75988	54.039738	1.09370204100498	717.539740271233	0.127337036360392	1.01478532590433	0.310208170117609	0.487931600914156	9.42057507983536	9.55033788550484	9.46227535	9.51337884	9.37593422	9.53648359	9.51500463	9.50196105	826	784	573	789	774	595
8912148	FN434113.1	3433799	3434308	+	zur	zinc uptake transcriptional repressor Zur	protein_coding	WP_004160486.1	EAMY_3324	EAMY_RS32650	292.902243	300.795303	348.385814	328.375075	343.163117	295.203647	1.12389694343634	1967.11471358902	0.156451687831433	1.07707212985512	0.281448042922613	0.459896900437246	10.8546230269271	11.024131515687	10.96346842	10.88079761	10.82822092	10.88590799	10.91679275	11.12253867	2419	1918	1579	1884	1983	2026
8912150	FN434113.1	3446703	3448346	-	pgi	glucose-6-phosphate isomerase	protein_coding	WP_004160513.1	EAMY_3338	EAMY_RS32720	825.587642	726.641582	805.021358	544.756832	479.661241	503.822748	1.76506182313545	13103.7651463114	0.148248633078587	5.52935092392266	3.21417805564394e-08	1.135904202218e-06	13.2103100279491	14.0301415649295	13.51451475	13.31457042	13.40354978	13.84417106	13.75412579	13.93358897	12936	8642	8687	17118	15442	15091
8912151	FN434113.1	3453086	3454015	-	metA	homoserine O-succinyltransferase	protein_coding	WP_004160518.1	EAMY_3342	EAMY_RS32735	173.327074	144.489198	222.734834	192.359683	206.730124	155.939461	1.12986833246457	2063.50896655704	0.20971332577988	0.839978382142568	0.40092050749602	0.580836426472646	10.91966129079	11.096680043577	11.04037211	10.97804078	10.82947913	10.96982238	10.84736439	11.27074747	2584	2107	1521	2033	1737	2362
8912152	FN434113.1	3469678	3471408	+	.	hypothetical protein	protein_coding	WP_004160555.1	EAMY_3356	EAMY_RS32820	18.093059	17.384854	12.057884	15.438131	16.394021	13.550265	1.19183600306602	323.071842672886	0.167494094610898	1.51160991582504	0.130633127644849	0.27943544754423	8.20410672575415	8.45630772903636	8.33491468	8.27009265	8.19674015	8.45585207	8.43773538	8.26607432	386	311	246	395	389	238
